Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
Bacillus subtilis strain MW2_IS1 chromosome,Bacillus subtilis,893,893,100%,0.0,98.82,4074848,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP128183.1?report=genbank&log$=nucltop&blast_rank=273&RID=7ZWKD9BG015"",""CP128183.1"")"
"Bacillus subtilis strain SRCM104008 chromosome, complete genome",Bacillus subtilis,893,893,100%,0.0,98.82,4058528,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP035167.1?report=genbank&log$=nucltop&blast_rank=274&RID=7ZWKD9BG015"",""CP035167.1"")"
"Bacillus subtilis strain SH1 chromosome, complete genome",Bacillus subtilis,893,893,100%,0.0,98.82,4134673,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP064818.1?report=genbank&log$=nucltop&blast_rank=275&RID=7ZWKD9BG015"",""CP064818.1"")"
"Bacillus subtilis strain A9 chromosome, complete genome",Bacillus subtilis,893,893,100%,0.0,98.82,4202507,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP136257.1?report=genbank&log$=nucltop&blast_rank=276&RID=7ZWKD9BG015"",""CP136257.1"")"
"Bacillus subtilis strain P5_B1 chromosome, complete genome",Bacillus subtilis,893,893,100%,0.0,98.82,4083248,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP045817.1?report=genbank&log$=nucltop&blast_rank=277&RID=7ZWKD9BG015"",""CP045817.1"")"
"Bacillus subtilis strain W7 chromosome, complete genome",Bacillus subtilis,893,893,100%,0.0,98.82,4273859,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP115738.1?report=genbank&log$=nucltop&blast_rank=278&RID=7ZWKD9BG015"",""CP115738.1"")"
"Bacillus subtilis strain SRCM103622 chromosome, complete genome",Bacillus subtilis,893,893,100%,0.0,98.82,4125217,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP035411.1?report=genbank&log$=nucltop&blast_rank=279&RID=7ZWKD9BG015"",""CP035411.1"")"
"Bacillus subtilis subsp. subtilis strain A1 - Midalam chromosome, complete genome",Bacillus subtilis subsp. subtilis,890,890,100%,0.0,98.82,4215114,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP075344.1?report=genbank&log$=nucltop&blast_rank=280&RID=7ZWKD9BG015"",""CP075344.1"")"
"Bacillus subtilis subsp. subtilis strain JCK-1398 chromosome, complete genome",Bacillus subtilis subsp. subtilis,889,889,100%,0.0,98.63,4269470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP181322.1?report=genbank&log$=nucltop&blast_rank=281&RID=7ZWKD9BG015"",""CP181322.1"")"
"Bacillus subtilis isolate NRS6120 genome assembly, chromosome: NRS6120_1",Bacillus subtilis,889,889,100%,0.0,98.63,4153151,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX419577.1?report=genbank&log$=nucltop&blast_rank=282&RID=7ZWKD9BG015"",""OX419577.1"")"
"Bacillus subtilis strain JAAA chromosome, complete genome",Bacillus subtilis,889,889,100%,0.0,98.63,4217124,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP045425.1?report=genbank&log$=nucltop&blast_rank=283&RID=7ZWKD9BG015"",""CP045425.1"")"
"Bacillus subtilis subsp. subtilis strain PJ-7 chromosome, complete genome",Bacillus subtilis subsp. subtilis,889,889,100%,0.0,98.63,4293706,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP032855.1?report=genbank&log$=nucltop&blast_rank=284&RID=7ZWKD9BG015"",""CP032855.1"")"
Bacillus subtilis strain Ta-OAT-35 chromosome,Bacillus subtilis,889,889,100%,0.0,98.63,3833924,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP174496.1?report=genbank&log$=nucltop&blast_rank=285&RID=7ZWKD9BG015"",""CP174496.1"")"
"Bacillus subtilis subsp. subtilis strain MH-1 chromosome, complete genome",Bacillus subtilis subsp. subtilis,889,889,100%,0.0,98.63,4184648,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP032853.1?report=genbank&log$=nucltop&blast_rank=286&RID=7ZWKD9BG015"",""CP032853.1"")"
"Bacillus subtilis strain PRO74 chromosome, complete genome",Bacillus subtilis,884,884,100%,0.0,98.43,3955866,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP121714.2?report=genbank&log$=nucltop&blast_rank=287&RID=7ZWKD9BG015"",""CP121714.2"")"
Bacillus subtilis strain PRO61 chromosome,Bacillus subtilis,884,884,100%,0.0,98.43,3997748,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP121727.2?report=genbank&log$=nucltop&blast_rank=288&RID=7ZWKD9BG015"",""CP121727.2"")"
"Bacillus subtilis strain PRO84 chromosome, complete genome",Bacillus subtilis,884,884,100%,0.0,98.43,3985220,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP121708.2?report=genbank&log$=nucltop&blast_rank=289&RID=7ZWKD9BG015"",""CP121708.2"")"
"Bacillus subtilis strain PRO51 chromosome, complete genome",Bacillus subtilis,884,884,100%,0.0,98.43,3938265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP121741.2?report=genbank&log$=nucltop&blast_rank=290&RID=7ZWKD9BG015"",""CP121741.2"")"
"Bacillus subtilis strain PRO72 chromosome, complete genome",Bacillus subtilis,884,884,100%,0.0,98.43,3961538,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP121723.2?report=genbank&log$=nucltop&blast_rank=291&RID=7ZWKD9BG015"",""CP121723.2"")"
"Bacillus subtilis strain YZ-1 chromosome, complete genome",Bacillus subtilis,862,862,100%,0.0,97.45,4281151,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP069239.1?report=genbank&log$=nucltop&blast_rank=292&RID=7ZWKD9BG015"",""CP069239.1"")"
"Bacillus subtilis strain SRCM103862 chromosome, complete genome",Bacillus subtilis,862,909,100%,0.0,97.45,4133206,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP035161.1?report=genbank&log$=nucltop&blast_rank=293&RID=7ZWKD9BG015"",""CP035161.1"")"
"Bacillus subtilis strain BF12B1 chromosome, complete genome",Bacillus subtilis,862,862,100%,0.0,97.45,4228867,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP162517.1?report=genbank&log$=nucltop&blast_rank=294&RID=7ZWKD9BG015"",""CP162517.1"")"
"Bacillus subtilis subsp. subtilis strain ps4100 chromosome, complete genome",Bacillus subtilis subsp. subtilis,862,909,100%,0.0,97.45,4106342,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP076445.1?report=genbank&log$=nucltop&blast_rank=295&RID=7ZWKD9BG015"",""CP076445.1"")"
"Bacillus subtilis strain MJ-4 chromosome, complete genome",Bacillus subtilis,862,862,100%,0.0,97.45,4270664,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP143526.1?report=genbank&log$=nucltop&blast_rank=296&RID=7ZWKD9BG015"",""CP143526.1"")"
"Bacillus subtilis strain SRCM102753 chromosome, complete genome",Bacillus subtilis,862,862,100%,0.0,97.45,4025706,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP028201.1?report=genbank&log$=nucltop&blast_rank=297&RID=7ZWKD9BG015"",""CP028201.1"")"
"Bacillus subtilis strain LP chromosome, complete genome",Bacillus subtilis,862,862,100%,0.0,97.45,4111164,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP152362.1?report=genbank&log$=nucltop&blast_rank=298&RID=7ZWKD9BG015"",""CP152362.1"")"
"Bacillus subtilis isolate NRS6096 genome assembly, chromosome: NRS6096_1",Bacillus subtilis,862,862,100%,0.0,97.45,4128244,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX419645.1?report=genbank&log$=nucltop&blast_rank=299&RID=7ZWKD9BG015"",""OX419645.1"")"
"Bacillus subtilis strain BS16045 chromosome, complete genome",Bacillus subtilis,862,862,100%,0.0,97.45,4165121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP017112.1?report=genbank&log$=nucltop&blast_rank=300&RID=7ZWKD9BG015"",""CP017112.1"")"
"Bacillus subtilis isolate NRS6181 genome assembly, chromosome: NRS6181_1",Bacillus subtilis,862,862,100%,0.0,97.45,4189561,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX419555.1?report=genbank&log$=nucltop&blast_rank=301&RID=7ZWKD9BG015"",""OX419555.1"")"
"Bacillus subtilis strain SRCM102754 chromosome, complete genome",Bacillus subtilis,862,862,100%,0.0,97.45,4281863,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP028202.1?report=genbank&log$=nucltop&blast_rank=302&RID=7ZWKD9BG015"",""CP028202.1"")"
"Bacillus subtilis strain HC-9 chromosome, complete genome",Bacillus subtilis,862,862,100%,0.0,97.45,4089583,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP149444.1?report=genbank&log$=nucltop&blast_rank=303&RID=7ZWKD9BG015"",""CP149444.1"")"
"Bacillus subtilis strain ZJW2 chromosome, complete genome",Bacillus subtilis,862,862,100%,0.0,97.45,4045095,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP187546.1?report=genbank&log$=nucltop&blast_rank=304&RID=7ZWKD9BG015"",""CP187546.1"")"
"Bacillus subtilis strain JCL16 chromosome, complete genome",Bacillus subtilis,862,862,100%,0.0,97.45,4101682,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP054177.1?report=genbank&log$=nucltop&blast_rank=305&RID=7ZWKD9BG015"",""CP054177.1"")"
"Bacillus subtilis strain SRCM102745 chromosome, complete genome",Bacillus subtilis,862,862,100%,0.0,97.45,4102601,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP028209.1?report=genbank&log$=nucltop&blast_rank=306&RID=7ZWKD9BG015"",""CP028209.1"")"
"Bacillus subtilis strain HD15 chromosome, complete genome",Bacillus subtilis,862,862,100%,0.0,97.45,4173431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP080508.1?report=genbank&log$=nucltop&blast_rank=307&RID=7ZWKD9BG015"",""CP080508.1"")"
"Bacillus subtilis strain N4 chromosome, complete genome",Bacillus subtilis,862,862,100%,0.0,97.45,4218183,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP095736.1?report=genbank&log$=nucltop&blast_rank=308&RID=7ZWKD9BG015"",""CP095736.1"")"
"Bacillus subtilis isolate NRS6186 genome assembly, chromosome: NRS6186_1",Bacillus subtilis,862,907,100%,0.0,97.45,4239628,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX419557.1?report=genbank&log$=nucltop&blast_rank=309&RID=7ZWKD9BG015"",""OX419557.1"")"
"Bacillus subtilis strain YB-15 chromosome, complete genome",Bacillus subtilis,862,862,100%,0.0,97.45,4233040,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP092631.1?report=genbank&log$=nucltop&blast_rank=310&RID=7ZWKD9BG015"",""CP092631.1"")"
"Bacillus subtilis subsp. subtilis strain WH60A chromosome, complete genome",Bacillus subtilis subsp. subtilis,862,909,100%,0.0,97.45,4084199,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP123977.1?report=genbank&log$=nucltop&blast_rank=311&RID=7ZWKD9BG015"",""CP123977.1"")"
Bacillus subtilis strain KFRI-FA111 chromosome,Bacillus subtilis,862,862,100%,0.0,97.45,4264331,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP127278.1?report=genbank&log$=nucltop&blast_rank=312&RID=7ZWKD9BG015"",""CP127278.1"")"
"Bacillus subtilis strain FJYA24 chromosome, complete genome",Bacillus subtilis,862,862,100%,0.0,97.45,4165304,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP173415.1?report=genbank&log$=nucltop&blast_rank=313&RID=7ZWKD9BG015"",""CP173415.1"")"
"Bacillus subtilis strain BS18-1 chromosome, complete genome",Bacillus subtilis,862,862,100%,0.0,97.45,4178876,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP178514.1?report=genbank&log$=nucltop&blast_rank=314&RID=7ZWKD9BG015"",""CP178514.1"")"
"Bacillus subtilis strain YT1 chromosome, complete genome",Bacillus subtilis,862,862,100%,0.0,97.45,4159097,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP147494.1?report=genbank&log$=nucltop&blast_rank=315&RID=7ZWKD9BG015"",""CP147494.1"")"
"Bacillus subtilis strain CF03 chromosome, complete genome",Bacillus subtilis,862,862,100%,0.0,97.45,4145182,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP110105.1?report=genbank&log$=nucltop&blast_rank=316&RID=7ZWKD9BG015"",""CP110105.1"")"
Bacillus subtilis subsp. subtilis strain IITK SM1 chromosome,Bacillus subtilis subsp. subtilis,862,914,100%,0.0,97.45,4060726,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP031675.1?report=genbank&log$=nucltop&blast_rank=317&RID=7ZWKD9BG015"",""CP031675.1"")"
"Bacillus subtilis subsp. subtilis strain G7 chromosome, complete genome",Bacillus subtilis subsp. subtilis,862,862,100%,0.0,97.45,4216133,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP029609.1?report=genbank&log$=nucltop&blast_rank=318&RID=7ZWKD9BG015"",""CP029609.1"")"
"Bacillus subtilis strain L1-21 chromosome, complete genome",Bacillus subtilis,862,862,100%,0.0,97.45,4270339,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP069238.1?report=genbank&log$=nucltop&blast_rank=319&RID=7ZWKD9BG015"",""CP069238.1"")"
"Bacillus subtilis strain QB61 chromosome, complete genome",Bacillus subtilis,862,862,100%,0.0,97.45,4120380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP029461.2?report=genbank&log$=nucltop&blast_rank=320&RID=7ZWKD9BG015"",""CP029461.2"")"
"Bacillus subtilis subsp. subtilis str. BSP1, complete genome",Bacillus subtilis subsp. subtilis str. BSP1,857,857,100%,0.0,97.25,4043754,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP003695.1?report=genbank&log$=nucltop&blast_rank=321&RID=7ZWKD9BG015"",""CP003695.1"")"
"Bacillus subtilis strain GQJK2, complete genome",Bacillus subtilis,857,857,100%,0.0,97.25,4072961,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP020367.1?report=genbank&log$=nucltop&blast_rank=322&RID=7ZWKD9BG015"",""CP020367.1"")"
"Bacillus subtilis strain SRCM101393 chromosome, complete genome",Bacillus subtilis,857,857,100%,0.0,97.25,4089165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP031693.1?report=genbank&log$=nucltop&blast_rank=323&RID=7ZWKD9BG015"",""CP031693.1"")"
"Bacillus subtilis strain RI4914 chromosome, complete genome",Bacillus subtilis,857,857,100%,0.0,97.25,4100930,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP051306.1?report=genbank&log$=nucltop&blast_rank=324&RID=7ZWKD9BG015"",""CP051306.1"")"
"Bacillus subtilis isolate NRS6128 genome assembly, chromosome: NRS6128_1",Bacillus subtilis,857,857,100%,0.0,97.25,4001615,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX419578.1?report=genbank&log$=nucltop&blast_rank=325&RID=7ZWKD9BG015"",""OX419578.1"")"
"Bacillus subtilis strain H2 chromosome, complete genome",Bacillus subtilis,857,857,100%,0.0,97.25,4160635,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP093289.1?report=genbank&log$=nucltop&blast_rank=326&RID=7ZWKD9BG015"",""CP093289.1"")"
"Bacillus subtilis strain CP38 chromosome, complete genome",Bacillus subtilis,857,857,100%,0.0,97.25,4059376,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP133653.1?report=genbank&log$=nucltop&blast_rank=327&RID=7ZWKD9BG015"",""CP133653.1"")"
"Bacillus subtilis strain PR10 chromosome, complete genome",Bacillus subtilis,857,857,100%,0.0,97.25,4073059,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP040528.1?report=genbank&log$=nucltop&blast_rank=328&RID=7ZWKD9BG015"",""CP040528.1"")"
"Bacillus subtilis NA05 DNA, complete genome",Bacillus subtilis,857,857,100%,0.0,97.25,3886763,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AP028964.1?report=genbank&log$=nucltop&blast_rank=329&RID=7ZWKD9BG015"",""AP028964.1"")"
"Bacillus subtilis subsp. subtilis strain RI4914 IsrfA chromosome, complete genome",Bacillus subtilis subsp. subtilis,857,857,100%,0.0,97.25,4101244,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP154865.1?report=genbank&log$=nucltop&blast_rank=330&RID=7ZWKD9BG015"",""CP154865.1"")"
"Bacillus subtilis subsp. subtilis strain D12-5, complete genome",Bacillus subtilis subsp. subtilis,857,857,100%,0.0,97.25,4142635,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP014858.1?report=genbank&log$=nucltop&blast_rank=331&RID=7ZWKD9BG015"",""CP014858.1"")"
"Bacillus subtilis strain 6D1 chromosome, complete genome",Bacillus subtilis,857,857,100%,0.0,97.25,4072344,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP129123.1?report=genbank&log$=nucltop&blast_rank=332&RID=7ZWKD9BG015"",""CP129123.1"")"
"Bacillus subtilis strain LjM2 chromosome, complete genome",Bacillus subtilis,857,905,100%,0.0,97.25,4094409,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP101290.1?report=genbank&log$=nucltop&blast_rank=333&RID=7ZWKD9BG015"",""CP101290.1"")"
"Bacillus subtilis strain Bro11 chromosome, complete genome",Bacillus subtilis,857,857,100%,0.0,97.25,4048419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP185918.1?report=genbank&log$=nucltop&blast_rank=334&RID=7ZWKD9BG015"",""CP185918.1"")"
"Bacillus subtilis strain K1 chromosome, complete genome",Bacillus subtilis,857,857,100%,0.0,97.25,4060823,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP113256.1?report=genbank&log$=nucltop&blast_rank=335&RID=7ZWKD9BG015"",""CP113256.1"")"
Bacillus subtilis isolate ELA2001105 chromosome,Bacillus subtilis,857,857,100%,0.0,97.25,4089676,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP071043.1?report=genbank&log$=nucltop&blast_rank=336&RID=7ZWKD9BG015"",""CP071043.1"")"
"Bacillus subtilis subsp. subtilis strain BSP1 chromosome, complete genome",Bacillus subtilis subsp. subtilis,857,857,100%,0.0,97.25,4043759,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP160396.1?report=genbank&log$=nucltop&blast_rank=337&RID=7ZWKD9BG015"",""CP160396.1"")"
"Bacillus subtilis strain DSM 3257 chromosome, complete genome",Bacillus subtilis,857,857,100%,0.0,97.25,4268890,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP187656.1?report=genbank&log$=nucltop&blast_rank=338&RID=7ZWKD9BG015"",""CP187656.1"")"
"Bacillus subtilis strain 75 chromosome, complete genome",Bacillus subtilis,857,857,100%,0.0,97.25,4156459,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP045825.1?report=genbank&log$=nucltop&blast_rank=339&RID=7ZWKD9BG015"",""CP045825.1"")"
Bacillus subtilis strain OG2A chromosome,Bacillus subtilis,853,853,100%,0.0,97.06,4093049,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP136919.1?report=genbank&log$=nucltop&blast_rank=340&RID=7ZWKD9BG015"",""CP136919.1"")"
"Bacillus subtilis strain MC4-2 chromosome, complete genome",Bacillus subtilis,853,853,100%,0.0,97.06,4076630,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP147492.1?report=genbank&log$=nucltop&blast_rank=341&RID=7ZWKD9BG015"",""CP147492.1"")"
"Bacillus subtilis subsp. subtilis strain BS155 chromosome, complete genome",Bacillus subtilis subsp. subtilis,849,849,100%,0.0,97.06,4326173,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP029052.1?report=genbank&log$=nucltop&blast_rank=342&RID=7ZWKD9BG015"",""CP029052.1"")"
"Bacillus subtilis subsp. subtilis strain BGSC 10A5 chromosome, complete genome",Bacillus subtilis subsp. subtilis,848,848,100%,0.0,96.86,4090549,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP101936.1?report=genbank&log$=nucltop&blast_rank=343&RID=7ZWKD9BG015"",""CP101936.1"")"
"Bacillus subtilis strain BGSC 10A5 chromosome, complete genome",Bacillus subtilis,848,848,100%,0.0,96.86,4090548,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP101930.1?report=genbank&log$=nucltop&blast_rank=344&RID=7ZWKD9BG015"",""CP101930.1"")"
"Bacillus subtilis strain BGSC b98af chromosome, complete genome",Bacillus subtilis,848,848,100%,0.0,96.86,4090549,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP101931.1?report=genbank&log$=nucltop&blast_rank=345&RID=7ZWKD9BG015"",""CP101931.1"")"
"Bacillus subtilis strain SRCM117797 chromosome, complete genome",Bacillus subtilis,844,844,100%,0.0,96.67,4255638,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP125292.1?report=genbank&log$=nucltop&blast_rank=346&RID=7ZWKD9BG015"",""CP125292.1"")"
"Bacillus subtilis strain FX-1 chromosome, complete genome",Bacillus subtilis,844,844,100%,0.0,96.67,4266037,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP061870.1?report=genbank&log$=nucltop&blast_rank=347&RID=7ZWKD9BG015"",""CP061870.1"")"
"Bacillus subtilis strain DKU_NT_02, complete genome",Bacillus subtilis,116,116,22%,7e-24,82.88,4014255,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP022890.1?report=genbank&log$=nucltop&blast_rank=348&RID=7ZWKD9BG015"",""CP022890.1"")"
"Bacillus subtilis subsp. subtilis strain SRCM100333, complete genome",Bacillus subtilis subsp. subtilis,116,116,22%,7e-24,82.88,4086692,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP021892.1?report=genbank&log$=nucltop&blast_rank=349&RID=7ZWKD9BG015"",""CP021892.1"")"
"Bacillus subtilis strain DKU_09 chromosome, complete genome",Bacillus subtilis,116,116,22%,7e-24,82.88,4173215,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP141283.1?report=genbank&log$=nucltop&blast_rank=350&RID=7ZWKD9BG015"",""CP141283.1"")"
"Bacillus subtilis strain SRCM117109 chromosome, complete genome",Bacillus subtilis,116,116,22%,7e-24,82.88,4112937,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP103995.1?report=genbank&log$=nucltop&blast_rank=351&RID=7ZWKD9BG015"",""CP103995.1"")"
"Bacillus subtilis strain J46 chromosome, complete genome",Bacillus subtilis,116,116,22%,7e-24,82.88,4012893,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP136992.1?report=genbank&log$=nucltop&blast_rank=352&RID=7ZWKD9BG015"",""CP136992.1"")"
"Bacillus subtilis strain SRCM117508 chromosome, complete genome",Bacillus subtilis,116,116,22%,7e-24,82.88,4125816,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP103352.1?report=genbank&log$=nucltop&blast_rank=353&RID=7ZWKD9BG015"",""CP103352.1"")"
"Bacillus subtilis strain SRCM103697 chromosome, complete genome",Bacillus subtilis,116,116,22%,7e-24,82.88,4072580,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP035395.1?report=genbank&log$=nucltop&blast_rank=354&RID=7ZWKD9BG015"",""CP035395.1"")"
"Bacillus subtilis strain SRCM103837 chromosome, complete genome",Bacillus subtilis,116,116,22%,7e-24,82.88,4143637,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP035401.1?report=genbank&log$=nucltop&blast_rank=355&RID=7ZWKD9BG015"",""CP035401.1"")"
"Bacillus subtilis strain KFRI-P74 chromosome, complete genome",Bacillus subtilis,116,116,22%,7e-24,82.88,4109014,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP177279.1?report=genbank&log$=nucltop&blast_rank=356&RID=7ZWKD9BG015"",""CP177279.1"")"
"Bacillus subtilis strain BS38 chromosome, complete genome",Bacillus subtilis,116,116,22%,7e-24,82.88,4010416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP017314.1?report=genbank&log$=nucltop&blast_rank=357&RID=7ZWKD9BG015"",""CP017314.1"")"
"Bacillus subtilis strain SRCM103835 chromosome, complete genome",Bacillus subtilis,116,116,22%,7e-24,82.88,4143632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP035400.1?report=genbank&log$=nucltop&blast_rank=358&RID=7ZWKD9BG015"",""CP035400.1"")"
"Bacillus subtilis strain SRCM103576 chromosome, complete genome",Bacillus subtilis,116,116,22%,7e-24,82.88,4012178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP035402.1?report=genbank&log$=nucltop&blast_rank=359&RID=7ZWKD9BG015"",""CP035402.1"")"
"Bacillus subtilis strain ZKY04 chromosome, complete genome",Bacillus subtilis,116,116,22%,7e-24,82.88,4051361,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP125983.1?report=genbank&log$=nucltop&blast_rank=360&RID=7ZWKD9BG015"",""CP125983.1"")"
"Bacillus subtilis strain XP chromosome, complete genome",Bacillus subtilis,116,116,22%,7e-24,82.88,4049856,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP072845.1?report=genbank&log$=nucltop&blast_rank=361&RID=7ZWKD9BG015"",""CP072845.1"")"
"Bacillus subtilis strain DYJ24 chromosome, complete genome",Bacillus subtilis,116,116,22%,7e-24,82.88,4073900,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP161903.1?report=genbank&log$=nucltop&blast_rank=362&RID=7ZWKD9BG015"",""CP161903.1"")"
"Bacillus subtilis strain ZKY05 chromosome, complete genome",Bacillus subtilis,116,116,22%,7e-24,82.88,4047186,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP125982.1?report=genbank&log$=nucltop&blast_rank=363&RID=7ZWKD9BG015"",""CP125982.1"")"
"Bacillus subtilis strain PN1236 chromosome, complete genome",Bacillus subtilis,116,116,22%,7e-24,82.88,4133372,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP141839.1?report=genbank&log$=nucltop&blast_rank=364&RID=7ZWKD9BG015"",""CP141839.1"")"
